微博id,微博正文,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
zliQ14nZS,今天好忙我在:#莲花路口#  显示地图 原图 ,http://ww1.sinaimg.cn/large/43e5425djw1e29drhcapmj.jpg,无,True,无,无,2013-02-28 20:15,WeicoPro,1,0,2
zl8DxaeZY,"转发理由:木有节操  
原始用户: ZEALER
转发内容: 【这是中国移动的套餐吗？55元无限流量，1700分钟通话】没错，这就是中国移动香港分公司推出香港3G套餐！只需每月68港币就能享受1700分钟通话、10000条短信及无限上网流量等服务，并且本地Wi-Fi免费。同样的中国移动，这叫在祖国的我们情何以堪...唉   原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/others/h_ruo-89790b4f76.png,False,无,无,2013-02-27 18:17,WeicoPro,1,0,0
zkUKX54Xz,"转发理由:  
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2013-02-26 06:57,WeicoPro,0,0,0
zkNAM6ppG,"转发理由:[呵呵]  
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2013-02-25 12:42,WeicoPro,0,0,0
zkI6isT7K,"转发理由:  
转发内容: //kefu.weibo.com/faqdetail?id=13216 ",无,无,False,无,无,2013-02-24 22:43,WeicoPro,0,0,0
zkGJutqFb,我在:#磐基皇冠假日酒店#   显示地图 原图 ,http://ww3.sinaimg.cn/large/43e5425djw1e24pjclmupj.jpg,无,True,无,#磐基皇冠假日酒店#,2013-02-24 19:15,WeicoPro,0,0,2
zkxX761zH,分享DJ有待的节目《我爱肖邦》http://t.cn/zYp5Q3w 好。（来自@网易云音乐）  原图 ,http://ww3.sinaimg.cn/large/43e5425djw1e23mrvbh4gj.jpg,无,True,无,无,2013-02-23 20:53,网易云音乐,5,1,3
zkwcjzkul,母亲的第一部智能手机 在笨拙地试过许多次之后，母亲终于学会了用指肚去触控图标，去下拉菜单。按错键时，她总是会怯生生看我一眼，似乎有一种孩子犯错的感觉，一如我三十年前的记忆。过年那几天，母亲拿着手机四处... http://t.cn/zYpPv6V  ,无,无,True,无,无,2013-02-23 16:25,cnBeta.COM,63,5,21
zkpOqeSLu,"转发理由:转发微博  
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2013-02-23 00:10,WeicoPro,0,0,0
zkpdFpQNN,"转发理由:你妹，最后一名  
原始用户: 厦门街头巷尾
转发内容: 【3月最开心最幸运的星座排名】冠军（双子座）；亚军（天蝎座）；季军（摩羯座）；第四名（巨蟹座）；第五名（金牛座）；第六名（水瓶座）；第七名（双鱼座）；第八名（白羊座）；第九名（狮子座）；第十名（处女座）；第十一名（射手座）；第十二名（天秤座）。童鞋们，3月准备好了吗？  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png,False,无,无,2013-02-22 22:39,WeicoPro,0,1,1
zkowSsD4Z,【视频：舒淇-一生所爱[电影《西游‧降魔篇》主题曲]】 http://t.cn/zYoavzr  （分享自 @优酷网）  ,无,无,True,无,无,2013-02-22 20:54,优酷土豆,2,0,1
zknqACTXS,"转发理由:有的我都不懂[汗@右右LV   
原始用户: 芮成钢
转发内容: 这些据说能让人笑喷的东北话，我懂的连一半都不到，惭愧。你呢？  原图 ",无,http://ww1.sinaimg.cn/large/4adabe27jw1e22aapk8zaj.jpg,False,无,无,2013-02-22 18:06,WeicoPro,0,0,4
zk6Gw9H0G,"转发理由: //@BCSOFU: 转发微博  
原始用户: 最震惊搜罗
转发内容: 以前觉得要是以后没挣到钱，就买公交车，比什么跑车都拉风。。。后来才知道一辆公交车要一百多万，于是伤心的打消这个想法。不过转而一想，我每天都是坐着上百万的车出门，这不就是传说中的富二代吗。一种优越感油然而生，顿时就释怀了。。。「转」  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-b928ba5761.png,False,无,无,2013-02-20 23:28,WeicoPro,0,0,0
zjUWmvsAE,你妹的，管我叫姑娘，姑娘你妹… 我在这里:http://t.cn/zjXEyII  显示地图 ,无,无,True,无,http://t.cn/zjXEyII,2013-02-19 17:34,iPhone客户端,10,0,15
zjNFY095j,好看~  原图 ,http://ww3.sinaimg.cn/large/43e5425djw1e1xyh28b83j.jpg,无,True,无,无,2013-02-18 23:05,腾讯视频,2,0,3
zjJKVCM40,"转发理由:我觉得“謎夢”，多文艺，你觉得呢？@罗永浩可爱多 @doraemonn1020 @葵小熊 @牛奶小咖  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",无,无,False,无,无,2013-02-18 13:06,iPhone客户端,0,0,1
zjJEK6oDu,"转发理由:我喜欢“謎夢”，你觉得呢？  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",无,无,False,无,无,2013-02-18 12:51,iPhone客户端,0,0,0
zjIYr04hI,看到这样的公益项目，我忍不住要支持一把了，一起帮助“包头女医生出诊被患者家属砍死，留下受伤害的7岁幼儿（ http://t.cn/zOStMOb ）”，决不放弃努力。  ,无,无,True,无,无,2013-02-18 11:07,手机微博触屏版,6,3,5
zjyIJ6KQn,看花灯 我在这里:http://t.cn/zjXEyII  显示地图 原图 ,http://ww4.sinaimg.cn/large/43e5425djw1e1w4g5jsy4j.jpg,无,True,无,无,2013-02-17 09:00,iPhone客户端,2,1,3
﻿zjygscKej,一大早就欠费 我在这里:http://t.cn/zjXEyII  显示地图 ,无,无,True,无,无,2013-02-17 07:51,iPhone客户端,1,0,1
zjtfm1QN0,Tissot 天梭  T03123580 T-Trend 女款花瓣 腕表　$371.51好漂亮啊  原图 ,http://ww2.sinaimg.cn/large/43e5425djw1e1vga7bxzqj.jpg,无,True,无,无,2013-02-16 19:04,百度分享,31,34,27
zjq9o8i2d, 我在:厦禾路  显示地图 原图 ,http://ww1.sinaimg.cn/large/43e5425djw1e1v2m443vjj.jpg,无,True,无,无,2013-02-16 11:11,iPhone客户端,4,0,4
zjhtitNg4,"转发理由: //@厦门大城小事:快行动!!!5天后开始开出六部苹果等手机,共50份,每两天开10份  
原始用户: 厦门大城小事
转发内容: 【轰动！六部苹果等手机，厦门大城小事迎春聚会】只要是粉丝，关注了我们微信（查找好友搜索“xmdcxs”或扫描下图二维码添加，并发送微博昵称到微信）后转发，2月20日将抽出50人，免费大吃大喝，并有50份大礼当大家面现场抽，一人一份,公平（其中苹果手机4部，小米2部，44份其他大奖）如可以,帮@ 几人  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/default/d_ku-6fa1a42f7b.png,False,无,无,2013-02-15 13:06,iPhone客户端,0,0,0
zja79xxhu,"转发理由:言论自由  
原始用户: 林萍在日本
转发内容: 日本书店里也能看到这样的书：以详实史料来论证钓鱼岛是中国的，日本主张“无主地先占”的国际法规则是没有根据的。结论是，钓鱼岛属中国领土。——作者是日本人井上清。（言论出版自由，会给社会带来和解还是对立？）  原图 ",无,http://ww3.sinaimg.cn/large/5f017eeejw1e0xr47ksd0j.jpg,False,无,无,2013-02-14 18:22,iPhone客户端,10,2,7
zj99XfJrr,蓝天大海哦 我在:龙头路  显示地图 原图 ,http://ww3.sinaimg.cn/large/43e5425djw1e1szlq5iwtj.jpg,无,True,无,无,2013-02-14 15:56,iPhone客户端,6,0,4
zj8DtsmQw, 我在这里:厦门·鼓浪湾酒店  显示地图 原图 ,http://ww1.sinaimg.cn/large/43e5425djw1e1sxah3plej.jpg,无,True,无,无,2013-02-14 14:36,iPhone客户端,12,0,3
zj0jZ39sx,"转发理由: @罗永浩可爱多   
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2013-02-13 17:26,iPhone客户端,0,0,0
ziOfOprbW,为什么老有些美女头像[花心]加我好友，性别都是男的[懒得理你] 我在:厦禾路  显示地图 ,无,无,True,无,无,2013-02-12 10:43,iPhone客户端,20,1,11
ziO1lzDVQ,#让红包飞#当你看到这条微博时，幸运已降临到你头上，财神已进了你家门，你离红包近在咫尺。快在本条微博下评论，就能收到新年大礼！http://t.cn/zYxGwzn  原图 ,http://ww1.sinaimg.cn/large/43e5425djw1e1qea3m8ibj.jpg,无,True,无,无,2013-02-12 10:07,新浪微博手机版,0,1,5
ziHq34CcY,我在这里：#庐山大酒店音乐咖啡厅#亲，免费提供iphone 越狱服务。亲，免费！！  http://t.cn/zWqcNBI  显示地图 ,无,无,True,无,http://t.cn/zWqcNBI,2013-02-11 17:19,iPad客户端,0,0,1
zivCy3E0j,【新京报社论：有请春天 这是可以实现的春天】有请春天，有请花朵与明媚，新绿与美好。当一元复始，阳光破空而至，的确没有哪一种严寒不被大地化解，没有哪一种阴霾不被阳光刺破。这不是季节的隐喻，而是不可逆变的自然法。如果你曾感知过那 http://t.cn/zYI26oa  （分享自 @）  原图 ,http://ww2.sinaimg.cn/large/43e5425djw1e1o51qwv05g.gif,无,True,无,无,2013-02-10 11:17,分享按钮,5,8,5
zirir9Sbq,"转发理由:@  //@厦门街头巷尾: 如果是意外，那电业的人员辛苦了。从以往反馈来看，厦门电业的服务还是比较到位。//@罗勇全: 刚电话问了供电局，由于低压故障，造成厦门湖里区，思明区大面积停电。供电局称还不知道啥时候抢修的好。 @doraemonn1020    
原始用户: 罗勇全
转发内容: #过年最悲剧的事#尼玛啊！大年三十看春晚看到一半居然停电了。@福建身边事 @厦门街头巷尾 @新浪厦门 @厦门身边事 @南方日报 @财经网 @厦门日报968820 黑嬷嬷的一片！ 我在:枋钟路  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png,False,无,无,2013-02-10 00:16,WeicoPro.iPad,0,0,1
ziq7opRmb,Celine真是实力派~~  显示地图 ,无,无,True,无,无,2013-02-09 21:16,OS X,7,0,1
ziq1Ys65H,"转发理由:这个不错哦  
原始用户: 央视新闻
转发内容: 春晚那么长，总得知道怎么看吧！小编奉上超强春晚观看攻略。[大红灯笼]  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/default/d_touxiao-15afb1c739.png,False,无,无,2013-02-09 21:03,iPad客户端,0,0,0
zipGJrb8C,新年好，嘿嘿~  显示地图 ,无,无,True,无,无,2013-02-09 20:10,OS X,12,1,28
zipGwqSbH,"转发理由:大家新年好~~~   
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2013-02-09 20:10,什么值得买smzdm.com,0,0,0
zim7SCuLv,我在:#东方明珠购物广场# 被书划个大口子…疼  显示地图 ,无,无,True,无,#东方明珠购物广场#,2013-02-09 11:06,WeicoPro,2,0,0
zigDirLCS,过年了，大家出门开车放鞭炮神马的一定要小心啊，放鞭炮的时候要是能带个安全帽最好我在:#厦门眼科中心#  显示地图 ,无,无,True,无,无,2013-02-08 21:07,WeicoPro,4,0,5
zigqgz0zZ,杭州妹纸好我在:#厦门眼科中心#  显示地图 原图 ,http://ww3.sinaimg.cn/large/43e5425djw1e1m9yalve3j.jpg,无,True,无,无,2013-02-08 20:35,WeicoPro,16,0,3
zignkfha5,急诊and急诊and急诊…[挖鼻屎]我在:#厦门眼科中心#  显示地图 ,无,无,True,无,#厦门眼科中心#,2013-02-08 20:28,WeicoPro,3,0,2
zibihCzxI,"转发理由:  
原始用户: 厦门街头巷尾
转发内容: 男人做家务，越做越幸福！！！！快转给你身边的男人吧！！！ 「转」  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png,False,无,无,2013-02-08 07:32,WeicoPro,2,0,0
zi3xYfUuc,这不行啊，不来病人，手机太费电了😄  #Weico+#  原图 ,http://ww4.sinaimg.cn/large/43e5425djw1e1kp3xapnwj.jpg,无,True,无,无,2013-02-07 11:48,WeicoPro,13,0,10
zi3aumpUl,楼主胖纸一枚，昨天下午我跟朋友坐在公园里面，有个老头问我：算命不？我就很茫然，他说：算命不？我算很准喔。你随便问我个问题嘛。我说得准你就算。我就问：你说我什么时候能瘦下来？算命老头一楞，转身就走了。。。 @内涵段子App http://t.cn/zYcUcZT  ,无,无,True,无,无,2013-02-07 10:51,今日头条,12,1,9
zhYkpC3QK,新版WeicoPro微博客户端不错。推荐一个 Weico-最具人气的微博客户端   原图 ,http://ww3.sinaimg.cn/large/43e5425djw1e1k22if8t5j.jpg,无,True,无,无,2013-02-06 22:31,WeicoPro,1,0,1
zhTWJENea,收到一张假币。。。尼玛的你作假归作假，别这么卖萌好吗！！！节！操！啊！！！ @内涵段子App http://t.cn/zYtyqZg  原图 ,http://ww1.sinaimg.cn/large/43e5425djw1e1jiq3cfbsj.jpg,无,True,无,无,2013-02-06 11:22,今日头条,91,30,70
zhFNo1JUH,有木有人和我一样不知道武侠电视里的招数怎么计算。 尼玛经常看一个人对另一个人说，如果你能接我三招，我就咋地咋地。 于是他们就打了十五分钟。。。 @内涵段子App http://t.cn/zYqKHl0  ,无,无,True,无,无,2013-02-04 23:20,今日头条,11,1,2
zhv1rpQM2,好吃 我在这里:厦门·香遇巴厘の菊居酒屋(莲花南路店)  显示地图 原图 ,http://ww1.sinaimg.cn/large/43e5425djw1e1ggov3ckej.jpg,无,True,无,无,2013-02-03 19:55,iPhone客户端,13,1,5
zhdFu349Q,"转发理由:你来这几天厦门都升温了@急诊科女超人于莺  
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2013-02-01 23:44,iPhone客户端,1,0,0
zgUkgA5DV,"转发理由:@doraemonn1020   
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2013-01-30 22:30,iPad客户端,0,0,1
zgSjkwzvi,"转发理由:  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",无,无,False,无,无,2013-01-30 17:22,iPhone客户端,0,0,0
zgKpB1skS,我在这里：#庐山大酒店音乐咖啡厅#好吃 http://t.cn/zWqcNBI  显示地图 原图 ,http://ww4.sinaimg.cn/large/43e5425djw1e1aqwyzfayj.jpg,无,True,无,#庐山大酒店音乐咖啡厅#,2013-01-29 21:15,iPad客户端,5,0,2
zgApw1mGZ,"转发理由:  
原始用户: 厦门大城小事
转发内容: #博主小心意# 奶奶被车刮伤了，乡下自养的土猪无人照顾，近几天只能杀了吃喽。在城巿，很多人没机会吃到土猪肉，也不知道土猪肉的味美，那是巿场上的肉无法比拟的。博主想拿十份新鲜肉出来送给各位亲，让大家尝尝，虽不值钱，但却是我的一点心意。想要的转下，到时抽十个，并送上门吧！礼轻情义重！  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/default/d_chanzui-01ee2388fd.png,False,无,无,2013-01-28 19:48,iPad客户端,0,0,0
zgwVTCfFC,"转发理由:  
原始用户: 天猫
转发内容: 《一个内奸的自我修养》  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-dd1c6d36cf.png,False,无,无,2013-01-28 10:56,iPhone客户端,0,0,0
zgeRGAyFm,我爸身材比我好多了[挖鼻屎] 我在这里:http://t.cn/zj5d8WN  显示地图 ,无,无,True,无,http://t.cn/zj5d8WN,2013-01-26 12:57,iPhone客户端,7,3,3
zg5AIpQfp,我参与了@ARKdesign 的投票【你觉得类似siri的语音助理软件有哪里不对吗？】，我投给了“他能做的事非常有限.”等2个选项，你也快来表态吧！http://t.cn/zYhlqqo  原图 ,http://ww1.sinaimg.cn/large/a1bda709gw1e13ta6vaofj.jpg,无,True,无,无,2013-01-25 13:20,投票,0,0,2
zg5aDsuFL,"转发理由:  
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2013-01-25 12:16,iPhone客户端,0,0,0
zfXIJz3wu,"转发理由:[懒得理你]  
原始用户: ZEALER
转发内容: #轻松一刻# 今天最火的一条微博。  原图 ",无,http://ww3.sinaimg.cn/large/b89e3f89gw1e14ruxy3k6j.jpg,False,无,无,2013-01-24 17:18,iPhone客户端,0,0,0
zfWd1Ds5L,我刚更新了#微博客户端冬季版# 1. 信息流全面支持赞；2. 新增精彩密友功能，支持发布密友微博、查看密友圈、添加密友；3. 优化发布器，支持显示当前帐号昵称；4. 支持手势返回前页。 下载地址：http://t.cn/zlB2BEw  原图 ,http://ww1.sinaimg.cn/large/4b1e0d43jw1e0v7j3fokmj.jpg,无,True,无,无,2013-01-24 13:27,iPhone客户端,0,0,1
zfKzusBZX,"转发理由:  
原始用户: 厦门大城小事
转发内容: 年度残暴级大片<春节大拷问>即将上演，你准备好了吗？  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/default/d_touxiao-15afb1c739.png,False,无,无,2013-01-23 07:49,iPhone客户端,0,0,0
zfKxK34c3,"转发理由:30+[懒得理你]  
原始用户: 星座秘语
转发内容: 【12星座最佳结婚年龄】白羊（女30男35）、金牛（女24男32~37）、双子（女30男30）、巨蟹（女23~26男25）、狮子（女30男33）、处女（女23男30+）、天秤（女29男30+）、天蝎（女20&35男27&40）、射手（女22男24&35）、摩羯（女25男33~37）、水瓶（女22男25&35）、双鱼（女22男23~30）。  原图 ",无,http://ww1.sinaimg.cn/large/67736df9jw1e1244zet03g.gif,False,无,无,2013-01-23 07:45,iPhone客户端,0,0,1
zfxsg5yQU, 我在这里:厦门·星光欢乐迪氧吧KTV（厦禾店）  显示地图 原图 ,http://ww4.sinaimg.cn/large/43e5425djw1e11jzwvw8kj.jpg,无,True,无,无,2013-01-21 22:26,iPhone客户端,29,2,32
zfn9sogXo, 我在这里:厦门·ME&YOU2  显示地图 原图 ,http://ww2.sinaimg.cn/large/43e5425djw1e10aienzgqj.jpg,无,True,无,无,2013-01-20 20:12,iPhone客户端,5,0,1
zf3K3dPJ5,发现给周末上班的苦逼同学打电话说；＂我双休＂是件特惬意的事儿 我在这里:厦门·玛琪雅朵咖啡（第一医院店）  显示地图 ,无,无,True,无,无,2013-01-18 18:47,iPhone客户端,8,0,5
zf3HcfnY8,累死小爷了，腰酸 我在这里:厦门·玛琪雅朵咖啡（第一医院店）  显示地图 ,无,无,True,无,无,2013-01-18 18:40,iPhone客户端,6,0,2
zeqYnlY3I,阳光明媚的，好像出去耍耍 我在这里:厦门·玛琪雅朵咖啡（第一医院店）  显示地图 ,无,无,True,无,无,2013-01-14 16:05,iPhone客户端,4,0,5
ze6MAqcqB,好怀念http://t.cn/zjtD6o5  原图 ,http://ww4.sinaimg.cn/large/43e5425djw1e0qoj2y5jnj.jpg,无,True,无,无,2013-01-12 12:41,墨迹天气iPhone版,6,0,11
ze1awkTRR,"转发理由:关注  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",无,无,False,无,无,2013-01-11 22:24,iPhone客户端,0,0,0
zdZCF49h8,"转发理由:[懒得理你]  
原始用户: 禅古禅今
转发内容: 在南方的北方人，你们一定要多保重…[雪人][雪人]  原图 ",无,http://ww1.sinaimg.cn/large/8ee6ba9fjw1e0pqfzuy2aj.jpg,False,无,无,2013-01-11 18:28,iPhone客户端,0,1,0
zdVjPm8dr,"转发理由:  
原始用户: 贺炜
转发内容: 一夜之间，听说城里人都剪了辫子，流行革命了。革命是什么，有的人知道三民主义，有的人却只想和吴妈睡觉。投机者永存，响亮的口号，当年可利用，如今换个方向继续。民主之势，如大江大河，其势滔滔，无法阻挡，但夹带私货者众，却不得不防。林肯说过的，只要还有一个人不自由，我们就全是奴隶。  ",无,无,False,无,无,2013-01-11 07:30,iPhone客户端,2,1,2
zdVjqwJcd,"转发理由:  
原始用户: 仙气料理
转发内容: 【煮泡面好吃又健康的方法】①先在锅里放满开水，下面饼煮至面条软掉；②把锅里的面条和水一起倒入漏斗里，沥干水份，用凉水冲面条10秒（这样既可以洗掉防腐剂，面条口感又很Q）；③在锅里重新倒热水，放入调味包还有面条，待煮沸后放入一片cheese，让它慢慢融化在面汤里。  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/default/d_chanzui-01ee2388fd.png,False,无,无,2013-01-11 07:29,iPhone客户端,0,0,0
zdS99Ayvl,看过《一代宗师》 一代宗师 (豆瓣)  原图 ,http://ww1.sinaimg.cn/large/43e5425djw1e0ovwymqp1j.jpg,无,True,无,无,2013-01-10 23:26,豆瓣电影,4,0,0
zdRLRuqBh,世间所有相遇都是久别重逢 我在这里:厦门·金逸国际电影城(明发店)  显示地图 ,无,无,True,无,无,2013-01-10 22:28,iPhone客户端,53,21,20
zdHz5EhFr,我刚刚加入了@雪球 。听说「聪明的投资者都在这里」看股票、聊公司，随手分享下注册链接：http://t.cn/zlmbzdL ，您随意吧。  原图 ,http://ww3.sinaimg.cn/large/43e5425djw1e0nl77kyltj.jpg,无,True,无,无,2013-01-09 20:30,雪球网,0,0,5
zdxk1An9e,下班 我在这里:厦门·玛琪雅朵咖啡（第一医院店）  显示地图 ,无,无,True,无,无,2013-01-08 18:25,iPhone客户端,3,0,1
zdw0Dug1Y,我参与了@天猫 的投票【过年你喝那种酒？】，我投给了“果酒，漂亮的液体，最喜欢”，你也快来表态吧！http://t.cn/zjuCD4Y  原图 ,http://ww4.sinaimg.cn/large/696490f0gw1e0m5i35ipzj.jpg,无,True,无,无,2013-01-08 15:04,投票,1,0,1
zdlou6JYL,"转发理由:转发微博  
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2013-01-07 12:03,iPhone客户端,0,0,0
zdjAax6Xx,＂声明：凤凰网登载《环球时报》此文出于传递更多信息之目的，并不意味着赞同其观点或证实其描 述。＂@雷颐 我在:湖滨南路  显示地图 ,无,无,True,无,湖滨南路,2013-01-07 07:26,iPhone客户端,1,1,0
zdgoVAXSA,"转发理由://@雷颐:删再转！//@王晓渔: 再转  
转发内容: //kefu.weibo.com/faqdetail?id=13216 ",无,无,False,无,无,2013-01-06 23:20,iPhone客户端,0,1,1
zdgi5096F,"转发理由:无情转发  
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2013-01-06 23:03,iPhone客户端,0,0,0
zdfWQf5y7,"转发理由:  
转发内容: //kefu.weibo.com/faqdetail?id=13216 ",无,无,False,无,无,2013-01-06 22:11,iPad客户端,0,0,0
zd1ji4sA9,眼睛肿了 我在这里:厦门·厦门大学附属第一医院  显示地图 ,无,无,True,无,无,2013-01-05 08:55,iPhone客户端,5,1,8
zcX03gFtM,"转发理由:转发微博  
原始用户: 厦门大城小事
转发内容: 请转发通知，明天交通限制路段！2013厦门国际马拉松明早8点起跑哦！BRT明天凌晨5:30开跑！比赛路线和交通限制情况详见附图说明。童鞋们要提前做好出行安排哦。  原图 ",无,http://ww3.sinaimg.cn/large/83288705jw1e0hqoxv7u7j.jpg,False,无,无,2013-01-04 21:57,iPad客户端,0,0,3
zcSDU9thg,翔一般的运气，难道我长麦粒肿了 我在这里:厦门·厦门大学附属第一医院  显示地图 ,无,无,True,无,无,2013-01-04 10:51,iPhone客户端,6,0,2
zcIHHqD9l,"转发理由:  
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2013-01-03 09:33,iPhone客户端,0,0,0
zcEEonPMn,我刚刚获得【微博控】勋章，你也赶紧加油哦。http://t.cn/zj8Q0kM  原图 ,http://ww3.sinaimg.cn/large/62015b43tw1di9wbpwg6ej.jpg,无,True,无,无,2013-01-02 23:14,微博手机版,0,0,0
zcu2MrsMH,快乐源于意淫 我在这里:http://t.cn/zj5d8WN  显示地图 ,无,无,True,无,无,2013-01-01 20:14,iPhone客户端,1,0,3
zcm5TeP8o,新年快乐 我在这里:http://t.cn/zj5d8WN  显示地图 ,无,无,True,无,无,2013-01-01 00:00,iPhone客户端,2,0,2
zckq6BTRn,我在江苏卫视跨年@天方夜谭212 @江苏卫视 我在这里:厦门·厦门磐基国际中心  显示地图 原图 ,http://ww3.sinaimg.cn/large/43e5425djw1e0d5awqip3j.jpg,无,True,无,厦门·厦门磐基国际中心,2012-12-31 19:44,iPhone客户端,45,58,21
zck5ysynf,刚把感冒药扔了就感冒[懒得理你] 我在:长青路  显示地图 ,无,无,True,无,长青路,2012-12-31 18:53,iPhone客户端,3,0,2
zcjFHnuPa,感冒了[挖鼻屎] 我在这里:厦门·厦门磐基国际中心  显示地图 ,无,无,True,无,厦门·厦门磐基国际中心,2012-12-31 17:50,iPhone客户端,3,0,1
zc7xiEYkR,饿了 我在这里:厦门·厦门磐基国际中心  显示地图 原图 ,http://ww1.sinaimg.cn/large/43e5425djw1e0bkfaipmbj.jpg,无,True,无,无,2012-12-30 10:56,iPhone客户端,12,0,8
zc6zAr17s,"转发理由:此刻觉得好幸福  
原始用户: 厦门大城小事
转发内容: 在厦门，屌丝也有让高富帅羡慕的时候：当他们开着百万豪车堵在莲坂蛋疼时，我们或乘着BRT，或踩着电动车或单车，呼啸而过   原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/default/d_guzhang-a35dfd4d70.png,False,无,无,2012-12-30 08:29,iPad客户端,0,0,0
zc2ZS8loB,"转发理由:  
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2012-12-29 23:23,iPad客户端,0,0,0
zbTrj10Hi,为什么你们都结婚了 我在这里:厦门·厦门大学附属第一医院  显示地图 ,无,无,True,无,无,2012-12-28 23:03,iPhone客户端,16,2,15
zbAGQ9xL7,我参与了@Zealer中国 的投票【MX2 测评调研】，我投给了“iPhone 5”，你也快来表态吧！http://t.cn/zjlBnLE  原图 ,http://ww1.sinaimg.cn/large/b89e3f89gw1e07b0bo59oj.jpg,无,True,无,无,2012-12-26 23:19,投票,1,0,1
zbADwe2e0,"转发理由:转发微博  
转发内容: //kefu.weibo.com/faqdetail?id=13216 ",无,无,False,无,无,2012-12-26 23:11,iPhone客户端,0,0,0
zbysactQt,好吃的在哪里 我在这里:厦门·厦门大学附属第一医院  显示地图 ,无,无,True,无,无,2012-12-26 17:37,iPhone客户端,1,0,2
zbrc2rgVj,"转发理由:看懂了  
原始用户: 最最搞笑精选
转发内容: 亮点简直太多了。。。尼玛笑死我了！！！！这个绝对高级口语……怪不得六级到现在都过不了！！「转」更多经典搞笑内容请点击关注@最最搞笑精选 海量搞笑内容与你分享  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-97bd3f82d6.png,False,无,无,2012-12-25 23:08,微博 weibo.com,0,0,1
zbpTGaSWh,"初三那年有一条“青少年反锁房门打飞机猝死”的新闻,搞得班上男生相顾失色,人人自危。同桌羞涩地问我:""一周打几次算正常？""我当时是团支部书记,不好意思说不知道,就沉着地回答:""不要超过两次吧。""同桌紧张地追问:""那超过两次怎么办?""我不... http://t.cn/zjl7Y79  ",无,无,True,无,无,2012-12-25 19:50,今日头条,14,0,3
zbfBJ4a8h,吃苹果 我在这里：厦门·厦门大学附属第一医院  显示地图 原图 ,http://ww1.sinaimg.cn/large/43e5425djw1e04ycbhduej.jpg,无,True,无,无,2012-12-24 17:38,iPhone客户端,7,0,2
zb8gFtFjn,"转发理由:一路走好  
原始用户: 杰克华君
转发内容: 一身豪情壮志铁傲骨，原来英雄是孤独  ",无,无,False,无,无,2012-12-23 22:57,微博 weibo.com,8,7,10
zb83npjFF,看过《人再囧途之泰囧》：看了开心！ ★★★★★ 人再囧途之泰囧‎ (2012)  原图 ,http://ww1.sinaimg.cn/large/43e5425djw1e040zqi1agj.jpg,无,True,无,无,2012-12-23 22:25,豆瓣电影,10,0,7
zaNnz5nPz,朋友们，从今天起你们也许就联系不到我了，因为我要去拯救地球了。如果22日太阳照常升起，那就说明我成功了，不用感谢我，这都是应该的！ 我在这里：厦门·厦门大学附属第一医院  显示地图 ,无,无,True,无,厦门·厦门大学附属第一医院,2012-12-21 17:47,iPhone客户端,111898,215756,98943
zaMcNdNQl,"#走你2012#2012年2月19日，我首次将足迹深深插入这傲娇的星球！当时我在#福建省,厦门市,思明区,湖滨北路#，1/4炷香之后，@我爱晗晗2008 和@微博位置 小位子也找到了同一个点……这位一只眼的朋友，不要总是和我抢可以吗！傲娇的地球桑是我一个人的！2012，走你！ http://t.cn/zjpJXHE  原图 ",http://ww1.sinaimg.cn/large/43e5425djw1e01cjdot90j.jpg,无,True,无,无,2012-12-21 14:47,微博位置,9,1,7
